<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
CA;D;20220804;000000;7672.1124000
CA;D;20220805;000000;7825.3341850
CA;D;20220807;000000;7804.3902000
CA;D;20220808;000000;7904.7008650
CA;D;20220809;000000;7904.7008650
CA;D;20220810;000000;8024.8532000
CA;D;20220811;000000;8143.9032200
CA;D;20220812;000000;8110.8337700
CA;D;20220814;000000;8077.7643200
CA;D;20220815;000000;7935.5656850
CA;D;20220816;000000;7988.4768050
CA;D;20220817;000000;7905.8031800
CA;D;20220818;000000;8025.9555150
CA;D;20220819;000000;8098.7083050
CA;D;20220821;000000;8066.7411700
CA;D;20220822;000000;8061.2295950
CA;D;20220823;000000;8118.5499750
CA;D;20220824;000000;8020.4439400
CA;D;20220825;000000;8145.0055350
CA;D;20220826;000000;8150.5171100
CA;D;20220828;000000;8064.5365400
CA;D;20220829;000000;7949.8957800
CA;D;20220830;000000;7831.9480750
CA;D;20220831;000000;7737.1489850
CA;D;20220901;000000;7527.7091350
CA;D;20220902;000000;7497.9466300
CA;D;20220904;000000;7453.8540300
CA;D;20220905;000000;7634.6336900
CA;D;20220906;000000;7615.8943350
CA;D;20220907;000000;7598.2572950
CA;D;20220908;000000;7845.1758550
CA;D;20220909;000000;7831.9480750
CA;D;20220911;000000;7829.7434450
CA;D;20220912;000000;7976.3513400
CA;D;20220913;000000;7786.7531600
CA;D;20220914;000000;7759.1952850
CA;D;20220915;000000;7629.1221150
CA;D;20220916;000000;7811.0040900
CA;D;20220918;000000;7816.5156650
CA;D;20220919;000000;7777.9346400
CA;D;20220920;000000;7714.0003700
CA;D;20220921;000000;7570.6994200
CA;D;20220922;000000;7637.9406350
CA;D;20220923;000000;7382.2035550
CA;D;20220925;000000;7383.3058700
CA;D;20220926;000000;7257.6419600
CA;D;20220927;000000;7262.0512200
CA;D;20220928;000000;7450.5470850
CA;D;20220929;000000;7571.8017350
CA;D;20220930;000000;7471.4910700
CA;D;20221002;000000;7496.8443150
CA;D;20221003;000000;7529.9137650
CA;D;20221004;000000;7700.7725900
CA;D;20221005;000000;7809.9017750
CA;D;20221006;000000;7577.3133100
CA;D;20221007;000000;7458.2632900
CA;D;20221009;000000;7440.6262500
CA;D;20221010;000000;7576.2109950
CA;D;20221011;000000;7549.7554350
CA;D;20221012;000000;7560.7785850
CA;D;20221013;000000;7639.0429500
CA;D;20221014;000000;7507.8674650
CA;D;20221016;000000;7538.7322850
CA;D;20221017;000000;7510.0720950
CA;D;20221018;000000;7407.5568000
CA;D;20221019;000000;7316.0646550
CA;D;20221020;000000;7484.7188500
CA;D;20221021;000000;7673.2147150
CA;D;20221023;000000;7657.7823050
CA;D;20221024;000000;7568.4947900
CA;D;20221025;000000;7491.3327400
CA;D;20221026;000000;7797.7763100
CA;D;20221027;000000;7765.8091750
CA;D;20221028;000000;7572.9040500
CA;D;20221030;000000;7566.2901600
CA;D;20221031;000000;7459.3656050
CA;D;20221101;000000;7644.5545250
CA;D;20221102;000000;7566.2901600
CA;D;20221103;000000;7542.0392300
CA;D;20221104;000000;8152.7217400
CA;D;20221106;000000;7973.0443950
CA;D;20221107;000000;7926.7471650
CA;D;20221108;000000;8085.4805250
CA;D;20221109;000000;8098.7083050
CA;D;20221110;000000;8312.5574150
CA;D;20221111;000000;8677.4236800
CA;D;20221113;000000;8677.4236800
CA;D;20221114;000000;8445.9375300
CA;D;20221115;000000;8421.6866000
CA;D;20221116;000000;8288.3064850
CA;D;20221117;000000;8121.8569200
CA;D;20221118;000000;8016.0346800
CA;D;20221120;000000;8039.1832950
CA;D;20221121;000000;7901.3939200
CA;D;20221122;000000;7995.0906950
CA;D;20221123;000000;8040.2856100
CA;D;20221124;000000;8024.8532000
CA;D;20221125;000000;7981.8629150
CA;D;20221127;000000;7869.4267850
CA;D;20221128;000000;7922.3379050
CA;D;20221129;000000;8029.2624600
CA;D;20221130;000000;8361.0592750
CA;D;20221201;000000;8369.8777950
CA;D;20221202;000000;8501.0532800
CA;D;20221204;000000;8524.2018950
CA;D;20221205;000000;8440.0000000
CA;D;20221206;000000;8384.7500000
CA;D;20221207;000000;8485.6208700
CA;D;20221208;000000;8561.6806050
CA;D;20221209;000000;8490.5000000
CA;D;20221211;000000;8475.7000350
CA;D;20221212;000000;8387.5148350
CA;D;20221213;000000;8481.2116100
CA;D;20221214;000000;8512.0764300
CA;D;20221215;000000;8337.9106600
CA;D;20221216;000000;8309.2504700
CA;D;20221218;000000;8323.5805650
CA;D;20221219;000000;8303.2500000
CA;D;20221220;000000;8333.7500000
CA;D;20221221;000000;8369.5000000
CA;D;20221222;000000;8290.5000000
CA;D;20221223;000000;8328.0000000
CA;D;20221226;000000;8503.2579100
CA;D;20221227;000000;8488.9278150
CA;D;20221228;000000;8426.0000000
CA;D;20221229;000000;8409.5000000
CA;D;20221230;000000;8364.7600000
CA;D;20230102;000000;8465.7792000
CA;D;20230103;000000;8307.0000000
CA;D;20230104;000000;8236.0000000
CA;D;20230105;000000;8361.5000000
CA;D;20230106;000000;8569.9000000
CA;D;20230108;000000;8763.4042500
CA;D;20230109;000000;8833.0000000
CA;D;20230110;000000;8890.5000000
CA;D;20230111;000000;9107.5000000
CA;D;20230112;000000;9169.0500000
CA;D;20230113;000000;9168.5500000
CA;D;20230115;000000;9271.5714650
CA;D;20230116;000000;9088.1900000
CA;D;20230117;000000;9282.9900000
CA;D;20230118;000000;9326.0000000
CA;D;20230119;000000;9301.0000000
CA;D;20230120;000000;9307.7600000
CA;D;20230122;000000;9417.0770450
CA;D;20230123;000000;9330.7700000
CA;D;20230124;000000;9291.0100000
CA;D;20230125;000000;9289.5000000
CA;D;20230126;000000;9306.5000000
CA;D;20230127;000000;9242.2400000
CA;D;20230129;000000;9337.7103650
CA;D;20230130;000000;9188.3500000
CA;D;20230131;000000;9199.5500000
CA;D;20230201;000000;9078.6663400
CA;D;20230202;000000;8986.0000000
CA;D;20230203;000000;8951.2500000
CA;D;20230205;000000;8918.8306650
CA;D;20230206;000000;8896.7843650
CA;D;20230207;000000;8893.0000000
CA;D;20230208;000000;8863.7500000
CA;D;20230209;000000;8952.2400000
CA;D;20230210;000000;8828.7600000
CA;D;20230212;000000;8853.7940800
CA;D;20230213;000000;8956.3093750
CA;D;20230214;000000;8921.0000000
CA;D;20230215;000000;8873.6357500
CA;D;20230216;000000;8991.5000000
CA;D;20230217;000000;8950.2500000
CA;D;20230219;000000;9083.0756000
CA;D;20230220;000000;9115.5000000
CA;D;20230221;000000;9183.5000000
CA;D;20230222;000000;9103.0000000
CA;D;20230223;000000;8884.9900000
CA;D;20230224;000000;8716.0047050
CA;D;20230226;000000;8757.8926750
CA;D;20230227;000000;8844.9755600
CA;D;20230228;000000;8951.0000000
CA;D;20230301;000000;9084.0000000
CA;D;20230302;000000;8928.1000000
CA;D;20230303;000000;8991.5834550
CA;D;20230305;000000;8921.0352950
CA;D;20230306;000000;8893.2500000
CA;D;20230307;000000;8737.5000000
CA;D;20230308;000000;8886.0000000
CA;D;20230309;000000;8832.3000000
CA;D;20230310;000000;8847.0000000
CA;D;20230312;000000;8890.1704750
CA;D;20230313;000000;8918.2500000
CA;D;20230314;000000;8831.7477800
CA;D;20230315;000000;8558.3736600
